"id","amount","length","frequency","grade"
852,80000,18,"Mensual","C"
853,90000,12,"Mensual","A"
854,145000,18,"Mensual","F"
855,140000,18,"Mensual","D"
856,185000,12,"Catorcenal","E"
857,210000,18,"Mensual","E"
858,250000,18,"Mensual","D"
859,70000,6,"Catorcenal","C"
860,120000,18,"Mensual","E"
861,120000,12,"Mensual","C"
862,2e+05,12,"Mensual","E"
863,240000,12,"Mensual","D"
864,105000,18,"Semanal","F"
865,240000,18,"Semanal","B"
866,230000,12,"Mensual","F"
867,195000,12,"Mensual","D"
868,55000,18,"Mensual","E"
869,110000,18,"Semanal","F"
870,195000,18,"Semanal","B"
871,240000,18,"Catorcenal","E"
872,2e+05,18,"Mensual","F"
873,2e+05,18,"Catorcenal","F"
874,250000,18,"Mensual","C"
875,50000,18,"Catorcenal","E"
876,180000,12,"Semanal","B"
877,120000,18,"Mensual","F"
878,175000,12,"Mensual","E"
879,215000,18,"Mensual","C"
880,250000,18,"Mensual","D"
881,160000,18,"Mensual","F"
882,130000,12,"Semanal","B"
883,50000,18,"Semanal","D"
884,235000,18,"Mensual","E"
885,85000,18,"Mensual","C"
886,155000,18,"Mensual","C"
887,180000,18,"Mensual","E"
888,185000,6,"Semanal","B"
889,85000,12,"Mensual","D"
890,190000,18,"Catorcenal","F"
891,50000,18,"Mensual","E"
892,105000,18,"Semanal","E"
893,85000,18,"Mensual","E"
894,65000,6,"Mensual","E"
895,65000,18,"Mensual","F"
896,215000,18,"Mensual","B"
897,160000,18,"Mensual","E"
898,220000,12,"Mensual","D"
899,1e+05,6,"Mensual","B"
900,220000,18,"Semanal","F"
901,65000,12,"Mensual","F"
902,185000,18,"Mensual","F"
903,165000,18,"Mensual","E"
904,140000,12,"Mensual","F"
905,115000,12,"Mensual","A"
906,75000,18,"Mensual","E"
907,250000,12,"Mensual","E"
908,65000,12,"Mensual","D"
909,215000,18,"Mensual","E"
910,250000,18,"Semanal","D"
911,250000,12,"Mensual","D"
912,95000,18,"Catorcenal","C"
913,215000,6,"Mensual","D"
914,215000,12,"Mensual","F"
915,50000,6,"Semanal","E"
916,120000,12,"Mensual","E"
917,60000,18,"Mensual","E"
918,85000,18,"Mensual","F"
919,250000,12,"Mensual","F"
920,180000,18,"Mensual","E"
921,175000,6,"Mensual","E"
922,50000,12,"Mensual","D"
923,240000,12,"Mensual","E"
924,235000,6,"Mensual","C"
925,135000,18,"Mensual","E"
926,50000,12,"Mensual","F"
927,240000,12,"Mensual","E"
928,220000,18,"Mensual","C"
929,250000,18,"Mensual","A"
930,250000,18,"Semanal","F"
931,50000,6,"Mensual","A"
932,140000,18,"Catorcenal","A"
933,195000,12,"Mensual","D"
934,230000,12,"Mensual","E"
935,160000,12,"Mensual","F"
936,140000,18,"Mensual","D"
937,105000,6,"Mensual","E"
938,245000,18,"Mensual","F"
939,2e+05,18,"Mensual","F"
940,50000,12,"Mensual","E"
941,250000,6,"Mensual","E"
942,190000,6,"Catorcenal","C"
943,220000,12,"Mensual","F"
944,50000,18,"Catorcenal","A"
945,90000,12,"Mensual","F"
946,75000,6,"Mensual","F"
947,135000,18,"Mensual","E"
948,230000,18,"Mensual","C"
949,190000,18,"Mensual","C"
950,240000,18,"Mensual","E"
951,50000,12,"Catorcenal","F"
952,250000,18,"Mensual","E"
953,65000,18,"Mensual","F"
954,110000,6,"Catorcenal","E"
955,60000,18,"Catorcenal","C"
956,250000,6,"Semanal","B"
957,240000,18,"Mensual","C"
958,225000,12,"Mensual","C"
959,150000,18,"Semanal","F"
960,120000,12,"Mensual","D"
961,250000,12,"Mensual","C"
962,2e+05,18,"Mensual","E"
963,2e+05,12,"Mensual","D"
964,220000,18,"Mensual","B"
965,80000,12,"Mensual","E"
966,235000,18,"Mensual","D"
967,250000,18,"Semanal","D"
968,245000,12,"Catorcenal","C"
969,120000,12,"Mensual","F"
970,105000,18,"Semanal","E"
971,190000,6,"Semanal","E"
972,90000,18,"Mensual","E"
973,190000,12,"Mensual","E"
974,220000,18,"Mensual","A"
975,250000,18,"Mensual","F"
976,230000,12,"Mensual","C"
977,215000,18,"Mensual","A"
978,250000,12,"Mensual","E"
979,145000,12,"Mensual","D"
980,195000,12,"Mensual","C"
981,240000,12,"Mensual","D"
982,95000,18,"Semanal","F"
983,175000,18,"Mensual","A"
984,1e+05,18,"Mensual","F"
985,250000,12,"Mensual","D"
986,155000,12,"Mensual","F"
987,225000,18,"Mensual","D"
988,2e+05,12,"Mensual","E"
989,120000,12,"Mensual","D"
990,145000,6,"Mensual","C"
991,165000,18,"Mensual","A"
992,235000,18,"Mensual","D"
993,250000,18,"Mensual","E"
994,1e+05,6,"Mensual","E"
995,155000,18,"Semanal","B"
996,160000,6,"Mensual","D"
997,60000,6,"Semanal","D"
998,135000,12,"Mensual","E"
999,1e+05,12,"Mensual","A"
1000,130000,12,"Semanal","D"
1001,195000,18,"Mensual","C"
1002,215000,12,"Mensual","C"
1003,110000,18,"Mensual","F"
1004,250000,12,"Mensual","F"
1005,170000,12,"Catorcenal","E"
1006,175000,6,"Catorcenal","F"
1007,50000,18,"Catorcenal","D"
1008,55000,6,"Mensual","D"
1009,190000,6,"Mensual","E"
1010,250000,18,"Mensual","F"
1011,50000,18,"Mensual","F"
1012,70000,18,"Catorcenal","D"
1013,65000,12,"Semanal","C"
1014,250000,18,"Mensual","B"
1015,65000,18,"Mensual","F"
1016,135000,18,"Semanal","E"
1017,145000,6,"Mensual","D"
1018,160000,18,"Mensual","E"
1019,2e+05,18,"Mensual","E"
1020,190000,18,"Mensual","E"
1021,125000,18,"Catorcenal","F"
1022,85000,12,"Semanal","F"
1023,1e+05,18,"Mensual","D"
1024,2e+05,18,"Mensual","A"
1025,65000,18,"Mensual","C"
1026,215000,18,"Catorcenal","E"
1027,155000,6,"Semanal","E"
1028,125000,18,"Mensual","F"
1029,1e+05,18,"Semanal","E"
1030,145000,6,"Mensual","E"
1031,120000,12,"Semanal","E"
1032,215000,18,"Mensual","D"
1033,190000,6,"Mensual","E"
1034,50000,18,"Mensual","D"
1035,150000,12,"Mensual","D"
1036,130000,18,"Mensual","F"
1037,210000,18,"Mensual","C"
1038,175000,18,"Semanal","C"
1039,230000,18,"Semanal","A"
1040,130000,18,"Mensual","E"
1041,250000,12,"Mensual","F"
1042,185000,12,"Catorcenal","E"
1043,210000,6,"Semanal","C"
1044,80000,18,"Mensual","D"
1045,230000,18,"Mensual","E"
1046,250000,18,"Mensual","C"
1047,180000,12,"Catorcenal","E"
1048,50000,18,"Mensual","C"
1049,245000,18,"Catorcenal","E"
1050,140000,18,"Semanal","E"
1051,140000,18,"Mensual","E"
1052,2e+05,18,"Mensual","F"
1053,160000,18,"Mensual","F"
1054,65000,18,"Mensual","D"
1055,120000,18,"Mensual","D"
1056,55000,18,"Semanal","C"
1057,95000,18,"Mensual","D"
1058,165000,18,"Mensual","C"
1059,250000,18,"Mensual","F"
1060,170000,6,"Mensual","D"
1061,1e+05,6,"Mensual","D"
1062,195000,18,"Semanal","C"
1063,250000,6,"Mensual","B"
1064,70000,18,"Mensual","D"
1065,220000,18,"Mensual","C"
1066,250000,18,"Mensual","E"
1067,125000,18,"Semanal","F"
1068,110000,6,"Semanal","D"
1069,50000,12,"Mensual","A"
1070,220000,18,"Mensual","E"
1071,2e+05,12,"Catorcenal","B"
1072,205000,18,"Mensual","D"
1073,2e+05,6,"Catorcenal","A"
1074,160000,18,"Mensual","A"
1075,50000,18,"Mensual","D"
1076,115000,12,"Mensual","C"
1077,240000,6,"Catorcenal","D"
1078,75000,18,"Semanal","E"
1079,225000,18,"Mensual","B"
1080,235000,18,"Catorcenal","A"
1081,250000,12,"Mensual","E"
1082,250000,12,"Mensual","B"
1083,220000,18,"Mensual","E"
1084,250000,18,"Mensual","C"
1085,70000,12,"Catorcenal","C"
1086,110000,18,"Mensual","B"
1087,250000,18,"Mensual","A"
1088,50000,18,"Catorcenal","B"
1089,75000,18,"Mensual","E"
1090,160000,18,"Mensual","E"
1091,85000,18,"Mensual","E"
1092,250000,18,"Mensual","D"
1093,50000,18,"Mensual","E"
1094,130000,18,"Semanal","D"
1095,210000,18,"Semanal","E"
1096,240000,18,"Mensual","B"
1097,145000,18,"Mensual","E"
1098,250000,18,"Mensual","C"
1099,230000,18,"Semanal","D"
1100,130000,18,"Mensual","C"
1101,240000,18,"Mensual","D"
1102,50000,6,"Mensual","F"
1103,155000,18,"Mensual","C"
1104,105000,18,"Mensual","D"
1105,250000,18,"Mensual","B"
1106,145000,18,"Semanal","F"
1107,65000,6,"Mensual","F"
1108,205000,6,"Mensual","E"
1109,140000,6,"Mensual","B"
1110,195000,6,"Mensual","C"
1111,185000,18,"Mensual","D"
1112,130000,12,"Mensual","E"
1113,250000,6,"Catorcenal","E"
1114,240000,18,"Mensual","F"
1115,120000,6,"Mensual","E"
1116,155000,18,"Mensual","E"
1117,220000,12,"Semanal","F"
1118,250000,6,"Mensual","E"
1119,220000,18,"Semanal","E"
1120,50000,18,"Mensual","A"
1121,140000,6,"Mensual","E"
1122,145000,6,"Mensual","D"
1123,180000,12,"Mensual","D"
1124,210000,12,"Mensual","D"
1125,105000,6,"Mensual","C"
1126,185000,18,"Mensual","A"
1127,235000,12,"Semanal","D"
1128,80000,6,"Mensual","D"
1129,250000,12,"Mensual","E"
1130,170000,18,"Mensual","E"
1131,240000,18,"Mensual","D"
1132,70000,12,"Mensual","D"
1133,85000,18,"Mensual","E"
1134,130000,18,"Catorcenal","E"
1135,220000,18,"Semanal","F"
1136,1e+05,18,"Semanal","C"
1137,155000,18,"Mensual","E"
1138,120000,18,"Mensual","D"
1139,240000,18,"Mensual","D"
1140,235000,18,"Semanal","E"
1141,70000,18,"Catorcenal","E"
1142,185000,18,"Mensual","E"
1143,75000,12,"Catorcenal","F"
1144,125000,12,"Semanal","F"
1145,120000,6,"Semanal","F"
1146,50000,12,"Mensual","C"
1147,80000,12,"Mensual","F"
1148,75000,18,"Mensual","E"
1149,70000,18,"Mensual","E"
1150,90000,18,"Mensual","D"
1151,95000,12,"Semanal","F"
1152,250000,12,"Mensual","D"
1153,110000,12,"Catorcenal","E"
1154,225000,12,"Semanal","F"
1155,175000,12,"Mensual","E"
1156,250000,18,"Mensual","D"
1157,130000,18,"Semanal","E"
1158,50000,18,"Mensual","E"
1159,85000,18,"Semanal","D"
1160,2e+05,6,"Mensual","E"
1161,50000,12,"Mensual","F"
1162,195000,6,"Mensual","D"
1163,165000,18,"Catorcenal","E"
1164,2e+05,18,"Semanal","C"
1165,245000,18,"Mensual","E"
1166,115000,6,"Semanal","F"
1167,110000,18,"Mensual","C"
1168,125000,12,"Mensual","E"
1169,250000,18,"Mensual","D"
1170,220000,6,"Semanal","E"
1171,235000,18,"Semanal","E"
1172,105000,18,"Semanal","C"
1173,175000,18,"Semanal","D"
1174,205000,18,"Mensual","D"
1175,250000,18,"Mensual","F"
1176,210000,18,"Mensual","C"
1177,250000,12,"Catorcenal","E"
1178,70000,12,"Mensual","F"
1179,140000,6,"Mensual","E"
1180,225000,12,"Mensual","A"
1181,250000,18,"Mensual","E"
1182,60000,12,"Mensual","A"
1183,210000,18,"Mensual","C"
1184,145000,12,"Semanal","C"
1185,225000,18,"Semanal","F"
1186,75000,6,"Semanal","C"
1187,130000,18,"Mensual","D"
1188,2e+05,12,"Mensual","B"
1189,120000,6,"Catorcenal","C"
1190,245000,12,"Mensual","A"
1191,250000,12,"Mensual","D"
1192,70000,12,"Mensual","E"
1193,175000,18,"Mensual","E"
1194,2e+05,12,"Mensual","B"
1195,70000,12,"Mensual","D"
1196,135000,12,"Mensual","A"
1197,220000,12,"Catorcenal","B"
1198,230000,6,"Semanal","A"
1199,225000,18,"Semanal","A"
1200,170000,6,"Mensual","E"
1201,80000,12,"Semanal","D"
1202,60000,18,"Mensual","F"
1203,75000,18,"Catorcenal","C"
1204,215000,18,"Mensual","F"
1205,130000,18,"Mensual","E"
1206,185000,18,"Mensual","E"
1207,135000,18,"Catorcenal","C"
1208,50000,18,"Mensual","F"
1209,195000,18,"Catorcenal","C"
1210,65000,12,"Mensual","D"
1211,80000,18,"Semanal","E"
1212,170000,12,"Semanal","D"
1213,180000,18,"Mensual","E"
1214,75000,18,"Mensual","D"
1215,230000,6,"Semanal","B"
1216,130000,12,"Catorcenal","D"
1217,145000,18,"Catorcenal","F"
1218,75000,12,"Semanal","C"
1219,145000,12,"Mensual","E"
1220,130000,6,"Mensual","E"
1221,85000,18,"Semanal","F"
1222,205000,18,"Mensual","E"
1223,250000,18,"Mensual","E"
1224,250000,18,"Mensual","F"
1225,185000,18,"Semanal","C"
1226,250000,12,"Semanal","B"
1227,120000,18,"Semanal","C"
1228,215000,18,"Catorcenal","E"
1229,250000,12,"Catorcenal","F"
1230,230000,18,"Mensual","E"
1231,240000,6,"Semanal","E"
1232,60000,18,"Catorcenal","F"
1233,155000,6,"Mensual","C"
1234,50000,6,"Mensual","B"
1235,70000,6,"Mensual","C"
1236,130000,18,"Mensual","B"
1237,250000,12,"Mensual","E"
1238,110000,18,"Mensual","B"
1239,50000,18,"Mensual","B"
1240,90000,18,"Mensual","C"
1241,110000,6,"Mensual","C"
1242,80000,12,"Mensual","C"
1243,120000,18,"Mensual","A"
1244,140000,6,"Semanal","F"
1245,90000,6,"Catorcenal","E"
1246,120000,12,"Semanal","F"
1247,130000,18,"Mensual","D"
1248,1e+05,12,"Mensual","D"
1249,145000,18,"Mensual","A"
1250,155000,18,"Mensual","C"
1251,245000,18,"Mensual","F"
1252,145000,18,"Mensual","D"
1253,145000,18,"Semanal","B"
1254,155000,12,"Catorcenal","C"
1255,50000,6,"Mensual","F"
1256,50000,12,"Catorcenal","B"
1257,105000,12,"Mensual","F"
1258,65000,18,"Semanal","D"
1259,50000,12,"Mensual","D"
1260,55000,18,"Mensual","D"
1261,230000,6,"Semanal","A"
1262,130000,12,"Semanal","C"
1263,210000,18,"Semanal","E"
1264,240000,18,"Catorcenal","B"
1265,70000,18,"Mensual","C"
1266,240000,12,"Mensual","D"
1267,230000,12,"Mensual","E"
1268,250000,18,"Mensual","E"
1269,210000,6,"Mensual","E"
1270,250000,18,"Mensual","E"
1271,250000,12,"Mensual","F"
1272,50000,18,"Mensual","E"
1273,70000,18,"Mensual","E"
1274,250000,18,"Catorcenal","F"
1275,230000,6,"Mensual","E"
1276,180000,18,"Mensual","D"
1277,75000,6,"Mensual","B"
1278,70000,18,"Semanal","C"
1279,140000,18,"Mensual","F"
1280,75000,12,"Mensual","E"
1281,155000,18,"Mensual","A"
1282,70000,18,"Mensual","A"
1283,185000,18,"Catorcenal","C"
1284,95000,6,"Mensual","D"
1285,190000,6,"Mensual","C"
1286,150000,18,"Mensual","E"
1287,250000,18,"Mensual","D"
1288,50000,18,"Mensual","B"
1289,250000,18,"Mensual","C"
1290,50000,12,"Mensual","A"
1291,130000,18,"Mensual","E"
1292,185000,12,"Mensual","E"
1293,140000,18,"Mensual","D"
1294,230000,6,"Mensual","E"
1295,155000,18,"Mensual","E"
1296,250000,6,"Mensual","D"
1297,220000,18,"Semanal","D"
1298,210000,18,"Semanal","C"
1299,50000,18,"Catorcenal","C"
1300,165000,18,"Catorcenal","D"
1301,145000,18,"Semanal","F"
1302,120000,18,"Mensual","A"
1303,165000,18,"Semanal","E"
1304,90000,18,"Mensual","A"
1305,250000,6,"Mensual","B"
1306,80000,18,"Mensual","A"
1307,130000,18,"Catorcenal","E"
1308,245000,18,"Catorcenal","F"
1309,135000,6,"Catorcenal","C"
1310,195000,6,"Mensual","E"
1311,225000,18,"Mensual","F"
1312,190000,18,"Mensual","F"
1313,250000,18,"Mensual","F"
1314,115000,18,"Mensual","C"
1315,75000,18,"Mensual","F"
1316,195000,18,"Mensual","D"
1317,95000,18,"Mensual","F"
1318,1e+05,18,"Mensual","F"
1319,175000,18,"Mensual","E"
1320,175000,12,"Semanal","E"
1321,225000,18,"Mensual","E"
1322,210000,6,"Mensual","A"
1323,55000,18,"Mensual","E"
1324,250000,18,"Mensual","D"
1325,160000,12,"Mensual","D"
1326,160000,12,"Mensual","E"
1327,50000,12,"Mensual","E"
1328,140000,18,"Mensual","B"
1329,145000,18,"Mensual","D"
1330,145000,18,"Mensual","E"
1331,140000,12,"Semanal","A"
1332,230000,18,"Catorcenal","E"
1333,2e+05,12,"Mensual","D"
1334,190000,18,"Mensual","D"
1335,205000,6,"Semanal","C"
1336,160000,18,"Mensual","E"
1337,250000,6,"Semanal","D"
1338,50000,12,"Mensual","C"
1339,85000,18,"Mensual","E"
1340,165000,18,"Catorcenal","D"
1341,250000,18,"Mensual","D"
1342,50000,18,"Mensual","D"
1343,205000,18,"Catorcenal","A"
1344,160000,18,"Mensual","E"
1345,95000,12,"Mensual","C"
1346,170000,18,"Mensual","E"
1347,50000,18,"Semanal","D"
1348,90000,6,"Mensual","A"
1349,205000,6,"Mensual","E"
1350,125000,18,"Mensual","C"
1351,230000,12,"Mensual","E"
1352,120000,18,"Mensual","C"
1353,155000,18,"Mensual","B"
1354,90000,12,"Catorcenal","E"
1355,190000,18,"Mensual","E"
1356,120000,12,"Mensual","C"
1357,245000,18,"Catorcenal","D"
1358,250000,18,"Mensual","E"
1359,220000,12,"Semanal","B"
1360,225000,18,"Mensual","B"
1361,240000,18,"Mensual","C"
1362,250000,18,"Mensual","F"
1363,250000,18,"Mensual","F"
1364,195000,6,"Mensual","C"
1365,140000,12,"Catorcenal","F"
1366,80000,18,"Mensual","D"
1367,250000,18,"Mensual","E"
1368,105000,18,"Mensual","E"
1369,250000,18,"Mensual","E"
1370,75000,18,"Semanal","F"
1371,165000,18,"Mensual","E"
1372,210000,12,"Mensual","C"
1373,1e+05,18,"Mensual","C"
1374,250000,12,"Mensual","A"
1375,185000,18,"Catorcenal","D"
1376,60000,6,"Mensual","D"
1377,185000,18,"Mensual","E"
1378,250000,6,"Catorcenal","F"
1379,210000,18,"Mensual","F"
1380,135000,6,"Mensual","E"
1381,155000,12,"Catorcenal","E"
1382,2e+05,6,"Catorcenal","E"
1383,75000,18,"Mensual","D"
1384,2e+05,6,"Semanal","F"
1385,190000,18,"Mensual","E"
1386,210000,18,"Semanal","F"
1387,50000,6,"Mensual","D"
1388,60000,12,"Mensual","F"
1389,55000,12,"Mensual","E"
1390,220000,12,"Mensual","C"
1391,2e+05,18,"Mensual","D"
1392,195000,18,"Mensual","E"
1393,185000,12,"Catorcenal","F"
1394,160000,18,"Mensual","A"
1395,85000,12,"Mensual","F"
1396,65000,18,"Semanal","E"
1397,125000,18,"Semanal","D"
1398,250000,18,"Mensual","C"
1399,180000,18,"Semanal","A"
1400,75000,18,"Mensual","D"
1401,240000,18,"Semanal","E"
1402,250000,12,"Mensual","C"
1403,80000,18,"Catorcenal","E"
1404,50000,18,"Catorcenal","A"
1405,75000,6,"Mensual","D"
1406,245000,18,"Mensual","F"
1407,135000,6,"Semanal","F"
1408,155000,6,"Mensual","C"
1409,70000,12,"Mensual","A"
1410,195000,12,"Mensual","D"
1411,250000,18,"Mensual","E"
1412,250000,18,"Mensual","E"
1413,150000,6,"Mensual","E"
1414,105000,6,"Mensual","B"
1415,155000,18,"Mensual","F"
1416,240000,18,"Mensual","B"
1417,160000,12,"Mensual","E"
1418,235000,12,"Catorcenal","E"
1419,250000,6,"Mensual","D"
1420,50000,12,"Catorcenal","D"
1421,250000,18,"Mensual","D"
1422,135000,18,"Mensual","E"
1423,250000,12,"Mensual","E"
1424,215000,6,"Mensual","D"
1425,145000,18,"Mensual","C"
1426,140000,6,"Mensual","C"
1427,250000,12,"Mensual","D"
1428,190000,18,"Mensual","E"
1429,50000,12,"Catorcenal","E"
1430,50000,18,"Mensual","B"
1431,50000,6,"Semanal","E"
1432,250000,6,"Mensual","C"
1433,225000,18,"Mensual","E"
1434,195000,18,"Mensual","E"
1435,250000,18,"Mensual","B"
1436,50000,18,"Mensual","E"
1437,170000,18,"Catorcenal","D"
1438,170000,18,"Mensual","D"
1439,180000,6,"Mensual","D"
1440,165000,12,"Mensual","E"
1441,245000,12,"Catorcenal","E"
1442,210000,18,"Catorcenal","C"
1443,250000,18,"Mensual","E"
1444,2e+05,12,"Mensual","A"
1445,250000,6,"Catorcenal","C"
1446,50000,18,"Catorcenal","E"
1447,70000,18,"Mensual","E"
1448,50000,18,"Mensual","E"
1449,120000,12,"Mensual","B"
1450,65000,18,"Mensual","E"
1451,185000,6,"Mensual","C"
1452,195000,18,"Mensual","B"
1453,85000,12,"Semanal","A"
1454,210000,6,"Mensual","C"
1455,135000,12,"Mensual","C"
1456,140000,18,"Catorcenal","F"
1457,210000,18,"Mensual","E"
1458,130000,12,"Semanal","E"
1459,80000,18,"Mensual","F"
1460,55000,18,"Mensual","E"
1461,215000,18,"Mensual","D"
1462,175000,18,"Mensual","E"
1463,135000,18,"Mensual","D"
1464,130000,18,"Mensual","F"
1465,80000,18,"Catorcenal","A"
1466,215000,12,"Mensual","C"
1467,170000,12,"Mensual","E"
1468,210000,18,"Mensual","D"
1469,250000,18,"Catorcenal","D"
1470,195000,18,"Mensual","E"
1471,50000,12,"Mensual","D"
1472,235000,18,"Semanal","D"
1473,250000,18,"Mensual","D"
1474,85000,18,"Mensual","E"
1475,105000,18,"Semanal","C"
1476,140000,6,"Mensual","E"
1477,245000,18,"Mensual","D"
1478,55000,6,"Mensual","B"
1479,250000,12,"Mensual","F"
1480,250000,18,"Mensual","E"
1481,250000,18,"Mensual","F"
1482,130000,18,"Mensual","F"
1483,240000,6,"Catorcenal","E"
1484,240000,18,"Mensual","E"
1485,230000,18,"Catorcenal","D"
1486,180000,18,"Catorcenal","F"
1487,130000,18,"Mensual","F"
1488,175000,18,"Mensual","E"
1489,250000,18,"Mensual","B"
1490,245000,12,"Mensual","F"
1491,135000,12,"Semanal","B"
1492,130000,18,"Semanal","E"
1493,130000,18,"Mensual","C"
1494,85000,6,"Mensual","F"
1495,150000,12,"Mensual","D"
1496,80000,18,"Mensual","A"
1497,235000,12,"Catorcenal","B"
1498,145000,12,"Mensual","D"
1499,235000,18,"Mensual","F"
1500,95000,18,"Semanal","F"
1501,250000,12,"Mensual","F"
1502,140000,18,"Mensual","D"
1503,170000,18,"Catorcenal","F"
1504,95000,18,"Mensual","E"
1505,235000,18,"Mensual","D"
1506,105000,12,"Semanal","D"
1507,250000,12,"Catorcenal","B"
1508,180000,18,"Mensual","D"
1509,230000,18,"Semanal","E"
1510,105000,12,"Mensual","E"
1511,75000,18,"Mensual","D"
1512,50000,18,"Semanal","D"
1513,210000,18,"Mensual","E"
1514,150000,12,"Catorcenal","F"
1515,240000,12,"Mensual","E"
1516,160000,12,"Mensual","D"
1517,110000,12,"Mensual","E"
1518,185000,18,"Catorcenal","A"
1519,215000,6,"Mensual","D"
1520,190000,18,"Semanal","E"
1521,50000,18,"Mensual","E"
1522,60000,18,"Mensual","E"
1523,220000,12,"Semanal","E"
1524,250000,18,"Catorcenal","F"
1525,130000,12,"Mensual","B"
1526,115000,12,"Mensual","B"
1527,250000,18,"Semanal","E"
1528,185000,6,"Mensual","D"
1529,130000,12,"Semanal","E"
1530,135000,18,"Mensual","E"
1531,215000,12,"Catorcenal","C"
1532,110000,18,"Mensual","E"
1533,210000,12,"Mensual","A"
1534,205000,18,"Mensual","D"
1535,120000,12,"Semanal","E"
1536,185000,18,"Mensual","D"
1537,250000,18,"Mensual","F"
1538,70000,6,"Mensual","D"
1539,250000,18,"Mensual","D"
1540,250000,18,"Mensual","D"
1541,175000,18,"Semanal","D"
1542,240000,18,"Mensual","B"
1543,145000,12,"Catorcenal","C"
1544,195000,6,"Mensual","A"
1545,225000,12,"Catorcenal","E"
1546,250000,18,"Mensual","F"
1547,240000,12,"Mensual","F"
1548,155000,18,"Mensual","F"
1549,235000,18,"Semanal","E"
1550,155000,18,"Mensual","D"
1551,205000,6,"Mensual","D"
1552,250000,18,"Catorcenal","E"
1553,140000,18,"Mensual","C"
1554,75000,18,"Mensual","A"
1555,225000,18,"Mensual","B"
1556,250000,6,"Semanal","A"
1557,250000,18,"Mensual","C"
1558,160000,18,"Mensual","D"
1559,250000,18,"Mensual","C"
1560,190000,18,"Mensual","F"
1561,185000,18,"Semanal","F"
1562,1e+05,6,"Mensual","D"
1563,190000,12,"Semanal","E"
1564,155000,12,"Mensual","E"
1565,85000,18,"Mensual","E"
1566,80000,18,"Mensual","F"
1567,60000,18,"Mensual","E"
1568,105000,18,"Catorcenal","E"
1569,125000,18,"Mensual","A"
1570,215000,12,"Semanal","E"
1571,50000,12,"Mensual","A"
1572,120000,18,"Mensual","A"
1573,250000,6,"Semanal","C"
1574,190000,12,"Mensual","D"
1575,245000,12,"Catorcenal","A"
1576,250000,18,"Mensual","D"
1577,80000,18,"Mensual","D"
1578,2e+05,18,"Mensual","C"
1579,50000,12,"Catorcenal","C"
1580,210000,18,"Mensual","E"
1581,190000,6,"Catorcenal","D"
1582,155000,6,"Catorcenal","E"
1583,80000,12,"Mensual","F"
1584,170000,18,"Catorcenal","E"
1585,165000,18,"Mensual","E"
1586,250000,18,"Semanal","D"
1587,95000,18,"Mensual","C"
1588,250000,18,"Mensual","D"
